0.031668358,0.003113816,0.002083933,1191.891966,0.211826879,1642.903303,26.48,1.48
0.034807875,0.005390178,0.00526895,1209.591629,0.293514053,1853.926032,25.08,0.08
0.0346273,0.001249666,0.00186156,1145.519093,0.446664238,1836.412938,26.17,1.17
0.034836074,0.001927554,0.004127882,991.0870998,0.222199496,1823.439071,24.35,-0.65
0.033217197,0.003362215,0.005902726,973.2689201,0.407469802,1459.841886,25.02,0.02
0.03128928,0.005920745,0.00534054,956.0759382,0.394198342,1751.94136,25,0
0.030371269,0.002521169,0.001415907,1162.271803,0.270784578,1414.823642,26.4,1.4
0.033128498,0.001146607,0.005613819,925.2693982,0.140698783,1497.382861,25.62,0.62
0.032910678,0.0015504,0.003072234,1055.728914,0.450577949,1608.264071,25.61,0.61
0.0333357,0.002910339,0.002829036,1134.802964,0.255814361,1527.917095,25.49,0.49
0.030858091,0.003634967,0.0028809,1281.850881,0.12409451,1628.337942,25.37,0.37
0.034323896,0.00512146,0.002583499,1257.148745,0.177889603,1726.038772,25.21,0.21
0.030060434,0.004545879,0.002324448,1226.658795,0.357488376,1699.662151,25.26,0.26
0.031600518,0.002688452,0.005156386,1091.554451,0.419736161,1875.482195,25.04,0.04
0.032775516,0.002190391,0.005794267,1180.546239,0.136418174,1813.901476,25.21,0.21
0.032166454,0.002130058,0.004492811,1007.519158,0.189109094,1391.44919,25.5,0.5
0.031898133,0.001691384,0.001712359,1078.291273,0.308100966,1561.764671,26.29,1.29
0.030806985,0.004070208,0.004667345,1115.9233,0.160334689,1781.138676,25.18,0.18
0.033550249,0.004761025,0.003727132,1222.909523,0.172412491,1435.108041,25.19,0.19
0.034429238,0.002467133,0.001543555,1288.325488,0.236229953,1477.444889,25.93,0.93
0.031146535,0.001359447,0.00496383,1020.24041,0.314780889,1597.774196,25.13,0.13
0.033924134,0.005624459,0.001004543,917.1717941,0.337549054,1583.45313,25.65,0.65
0.034114302,0.004172662,0.002421592,1040.313485,0.207061628,1785.496884,25.33,0.33
0.032411149,0.004835975,0.004599521,977.3150149,0.251647156,1697.190691,25.17,0.17
0.031479771,0.00518716,0.003543069,1249.331055,0.327455881,1740.401221,25.18,0.18
0.030551739,0.003914842,0.003930425,1110.379161,0.434433318,1656.965945,25.12,0.12
0.033719233,0.003832119,0.003475788,1309.764241,0.371109272,1509.267245,25.1,0.1
0.03219795,0.004415561,0.004232516,901.4323362,0.281600519,1448.682119,25.08,0.08
0.030319788,0.005821534,0.001199848,1066.196225,0.367238252,1679.541728,25.54,0.54
0.032650343,0.003264733,0.003273886,944.0367335,0.381799952,1537.637897,25.28,0.28
